query_id,query,tool_labels,city,difficulty
CH007905,Legyen praktikus. What would you not skip in Milan?; I still need somewhere to sleep in Milan.; Kellene egy jó hely enni Milan városában.,attractions|hotel|restaurant,Milan,indirect_noisy
CH007906,What would you not skip in Vilnius?,attractions,Vilnius,indirect_noisy
CH007907,This is my first time there. I need a roof over my head in Tirana.,hotel,Tirana,indirect_noisy
CH007908,I need a roof over my head in Geneva.; Elázhatok Geneva városában?,hotel|weather,Geneva,indirect_noisy
CH007909,What practical facts should I know about Porto? I already have accommodation booked; don't search hotels.,location,Porto,indirect_noisy
CH007910,Kevés csomaggal megyek. Érkezés előtt mik a legfontosabb helyi tudnivalók Krakkó városáról? / A szállás kérdése még nyitott Krakkó városában.,hotel|location,Krakow,indirect_noisy
CH007911,Kellene egy bázis Hamburg városában az éjszakákra.,hotel,Hamburg,indirect_noisy
CH007912,I'm flexible on timing. Find me a table worth booking in Zurich. Should I pack an umbrella for Zurich?,restaurant|weather,Zurich,indirect_noisy
CH007913,"Taxik nélkül hogyan közlekedjek Belgrade városában? Also, Would outdoor plans be risky in Belgrade? Also, I need somewhere good to eat in Belgrade.",restaurant|transport|weather,Belgrade,indirect_noisy
CH007914,Legyen praktikus. Give me the local basics before I land in Sofia. Még nincs hol aludnom Sofia városában.,hotel|location,Sofia,indirect_noisy
CH007915,"Kevés csomaggal megyek. Hol vacsoráznál Zurich városában? Also, Nem lesz autóm Zurich városában; hogyan járjak?",restaurant|transport,Zurich,indirect_noisy
CH007916,This is my first time there. I haven't sorted a base in Hamburg yet.,hotel,Hamburg,indirect_noisy
CH007917,"Legyen praktikus. A szállás kérdése még nyitott Marseille városában. / I won't have a car in Marseille; how do I move around? Az étkezés megvan, éttermet ne ajánlj.",hotel|transport,Marseille,indirect_noisy
CH007918,Kellene egy jó hely enni Hamburg városában.; Give me reasons to leave the hotel in Hamburg.,attractions|restaurant,Hamburg,indirect_noisy
CH007919,A repülőjegy már megvan. Hová ülnél be enni Párizs városában?,restaurant,Paris,indirect_noisy
CH007920,Még nincs hol aludnom Sarajevo városában. Find me a table worth booking in Sarajevo. Help me avoid taxis in Sarajevo.,hotel|restaurant|transport,Sarajevo,indirect_noisy
CH007921,"Szabadtéri programhoz milyen körülmények lesznek Prága városában? Az étkezés megvan, éttermet ne ajánlj.",weather,Prague,indirect_noisy
CH007922,"A repülőjegy már megvan. Gyors helyi eligazítást kérek London városáról.; Mi a legegyszerűbb módja, hogy bejárjam London városát?",location|transport,London,indirect_noisy
CH007923,"Mi a legegyszerűbb módja, hogy bejárjam Stockholm városát? / Hol vacsoráznál Stockholm városában? / Gyors helyi eligazítást kérek Stockholm városáról.",location|restaurant|transport,Stockholm,indirect_noisy
CH007924,I still need somewhere to sleep in Split.; Kellene egy jó hely enni Split városában.,hotel|restaurant,Split,indirect_noisy
CH007925,"I need a roof over my head in Nice. Also, Gyors helyi eligazítást kérek Nice városáról.",hotel|location,Nice,indirect_noisy
CH007926,Milyen alapinformációkat tudjak Istanbul városáról? Fill an afternoon in Istanbul with worthwhile stops. What's the smartest way to get around Istanbul?,attractions|location|transport,Istanbul,indirect_noisy
CH007927,"Taxik nélkül hogyan közlekedjek Zurich városában? A szállás már megvan, hotelt ne keress. Az étkezés megvan, éttermet ne ajánlj.",transport,Zurich,indirect_noisy
CH007928,Legyen praktikus. What practical facts should I know about Vienna?; Hová ülnél be enni Bécs városában?,location|restaurant,Vienna,indirect_noisy
CH007929,"Mi az, amit kár lenne kihagyni Marseille városában? What's the smartest way to get around Marseille?",attractions|transport,Marseille,indirect_noisy
CH007930,will the weather ruin outdoor plans in budapest; find me a table worth booking in budapest; brief me before i arrive in budapest,location|restaurant|weather,Budapest,indirect_noisy
CH007931,"Hol vacsoráznál Lisbon városában? Mi az, amit kár lenne kihagyni Lisbon városában?",attractions|restaurant,Lisbon,indirect_noisy
CH007932,I'm trying to travel light. Find me a table worth booking in Budapest.,restaurant,Budapest,indirect_noisy
CH007933,"Taxik nélkül hogyan közlekedjek Stockholm városában? Az étkezés megvan, éttermet ne ajánlj.",transport,Stockholm,indirect_noisy
CH007934,"Legyen praktikus. I need somewhere good to eat in Tallinn. Also, Kabát vagy esernyő legyen nálam Tallinn városában?",restaurant|weather,Tallinn,indirect_noisy
CH007935,"Will the weather ruin outdoor plans in Copenhagen? Also, Miket néznél meg elsőként Copenhagen városában?",attractions|weather,Copenhagen,indirect_noisy
CH007936,"Legyen praktikus. Mi a legegyszerűbb módja, hogy bejárjam Sofia városát? / Érkezés előtt mik a legfontosabb helyi tudnivalók Sofia városáról?",location|transport,Sofia,indirect_noisy
CH007937,Would outdoor plans be risky in Seville?,weather,Seville,indirect_noisy
CH007938,"Most leszek ott először. Hol vacsoráznál Prága városában? A szállás már megvan, hotelt ne keress.",restaurant,Prague,indirect_noisy
CH007939,I need somewhere good to eat in Athens.; Will the weather ruin outdoor plans in Athens?,restaurant|weather,Athens,indirect_noisy
CH007940,I'm flexible on timing. Where would you actually go for dinner in Budapest?,restaurant,Budapest,indirect_noisy
CH007941,I already have flights. Am I likely to get soaked in Nicosia?,weather,Nicosia,indirect_noisy
CH007942,Miket néznél meg elsőként Barcelona városában? / I won't have a car in Barcelona; how do I move around? / Will the weather ruin outdoor plans in Barcelona?,attractions|transport|weather,Barcelona,indirect_noisy
CH007943,"Help me avoid taxis in Berlin. Also, What practical facts should I know about Berlin?",location|transport,Berlin,indirect_noisy
CH007944,"I'm trying to travel light. I need a roof over my head in Nicosia. Food is already arranged, so skip restaurant ideas.",hotel,Nicosia,indirect_noisy
CH007945,I still need somewhere to sleep in Paris.; Taxik nélkül hogyan közlekedjek Párizs városában?,hotel|transport,Paris,indirect_noisy
CH007946,I already have flights. Am I likely to get soaked in Belgrade?,weather,Belgrade,indirect_noisy
CH007947,Legyen praktikus. I still need somewhere to sleep in Stockholm. / Fill an afternoon in Stockholm with worthwhile stops. / Kabát vagy esernyő legyen nálam Stockholm városában?,attractions|hotel|weather,Stockholm,indirect_noisy
CH007948,"Mi a legegyszerűbb módja, hogy bejárjam Amsterdam városát? I still need somewhere to sleep in Amsterdam.",hotel|transport,Amsterdam,indirect_noisy
CH007949,A repülőjegy már megvan. Should I pack an umbrella for Zurich? Mivel töltenél el egy délutánt Zurich városában?,attractions|weather,Zurich,indirect_noisy
CH007950,Hová ülnél be enni Copenhagen városában?; I won't have a car in Copenhagen; how do I move around?,restaurant|transport,Copenhagen,indirect_noisy
CH007951,I'm flexible on timing. Am I likely to get soaked in Paris?,weather,Paris,indirect_noisy
CH007952,I haven't sorted a base in Oslo yet.,hotel,Oslo,indirect_noisy
CH007953,"Kevés csomaggal megyek. Kellene egy bázis Riga városában az éjszakákra. Also, I won't have a car in Riga; how do I move around?",hotel|transport,Riga,indirect_noisy
CH007954,Should I pack an umbrella for Luxembourg?; What practical facts should I know about Luxembourg?; Give me reasons to leave the hotel in Luxembourg.,attractions|location|weather,Luxembourg,indirect_noisy
CH007955,"Most leszek ott először. Szabadtéri programhoz milyen körülmények lesznek Budapest városában? Also, Milyen alapinformációkat tudjak Budapest városáról?",location|weather,Budapest,indirect_noisy
CH007956,Elázhatok Athens városában?,weather,Athens,indirect_noisy
CH007957,Should I pack an umbrella for Bologna? / Hová ülnél be enni Bologna városában?,restaurant|weather,Bologna,indirect_noisy
CH007958,Az időzítés rugalmas. Kellene egy bázis Vilnius városában az éjszakákra.,hotel,Vilnius,indirect_noisy
CH007959,"Legyen praktikus. Kabát vagy esernyő legyen nálam Bécs városában? Also, Mivel töltenél el egy délutánt Bécs városában?",attractions|weather,Vienna,indirect_noisy
CH007960,I'm flexible on timing. What practical facts should I know about Sofia?,location,Sofia,indirect_noisy
CH007961,"Gyors helyi eligazítást kérek Nicosia városáról. Also, Where would you actually go for dinner in Nicosia? Also, Taxik nélkül hogyan közlekedjek Nicosia városában?",location|restaurant|transport,Nicosia,indirect_noisy
CH007962,"Kevés csomaggal megyek. Még nincs hol aludnom Sofia városában. Also, Nem lesz autóm Sofia városában; hogyan járjak? Also, Hol vacsoráznál Sofia városában?",hotel|restaurant|transport,Sofia,indirect_noisy
CH007963,I'm trying to travel light. I need somewhere good to eat in Madrid.; What's the smartest way to get around Madrid?,restaurant|transport,Madrid,indirect_noisy
CH007964,This is my first time there. Give me the local basics before I land in Lisbon.,location,Lisbon,indirect_noisy
CH007965,Kevés csomaggal megyek. Nem lesz autóm Tirana városában; hogyan járjak?,transport,Tirana,indirect_noisy
CH007966,Legyen praktikus. I won't have a car in Sarajevo; how do I move around? / Should I pack an umbrella for Sarajevo? / Miket néznél meg elsőként Sarajevo városában?,attractions|transport|weather,Sarajevo,indirect_noisy
CH007967,Kevés csomaggal megyek Taxik nélkül hogyan közlekedjek Milan városában; Mivel töltenél el egy délutánt Milan városában,attractions|transport,Milan,indirect_noisy
CH007968,"Miket néznél meg elsőként Bologna városában? I need a roof over my head in Bologna. Az étkezés megvan, éttermet ne ajánlj.",attractions|hotel,Bologna,indirect_noisy
CH007969,A repülőjegy már megvan. Kellene egy bázis Porto városában az éjszakákra.,hotel,Porto,indirect_noisy
CH007970,Mivel töltenél el egy délutánt Porto városában? I won't have a car in Porto; how do I move around? Érkezés előtt mik a legfontosabb helyi tudnivalók Porto városáról?,attractions|location|transport,Porto,indirect_noisy
CH007971,Legyen praktikus. Am I likely to get soaked in Malta? / Miket néznél meg elsőként Malta városában?,attractions|weather,Malta,indirect_noisy
CH007972,Érkezés előtt mik a legfontosabb helyi tudnivalók Seville városáról? / Would outdoor plans be risky in Seville?,location|weather,Seville,indirect_noisy
CH007973,"What would you not skip in Bucharest? Also, Kellene egy jó hely enni Bucharest városában. Also, Taxik nélkül hogyan közlekedjek Bucharest városában?",attractions|restaurant|transport,Bucharest,indirect_noisy
CH007974,Brief me before I arrive in Belgrade,location,Belgrade,indirect_noisy
CH007975,Legyen praktikus. Hová ülnél be enni Prága városában?,restaurant,Prague,indirect_noisy
CH007976,"What would you not skip in Budapest? Also, Hová ülnél be enni Budapest városában?",attractions|restaurant,Budapest,indirect_noisy
CH007977,Milyen alapinformációkat tudjak Split városáról? / Hová ülnél be enni Split városában?,location|restaurant,Split,indirect_noisy
CH007978,I'm trying to travel light. What practical facts should I know about Thessaloniki? What's the smartest way to get around Thessaloniki?,location|transport,Thessaloniki,indirect_noisy
CH007979,Az időzítés rugalmas. A szállás kérdése még nyitott Zurich városában.,hotel,Zurich,indirect_noisy
CH007980,Legyen praktikus. Kabát vagy esernyő legyen nálam Bucharest városában?,weather,Bucharest,indirect_noisy
CH007981,I already have flights. Will the weather ruin outdoor plans in Zagreb?,weather,Zagreb,indirect_noisy
CH007982,Keep it practical. Find me a table worth booking in Skopje.,restaurant,Skopje,indirect_noisy
CH007983,This is my first time there. Give me reasons to leave the hotel in Barcelona.; Give me the local basics before I land in Barcelona.,attractions|location,Barcelona,indirect_noisy
CH007984,Legyen praktikus. Elázhatok München városában?,weather,Munich,indirect_noisy
CH007985,"Legyen praktikus. Kabát vagy esernyő legyen nálam Salzburg városában? Also, What's the smartest way to get around Salzburg?",transport|weather,Salzburg,indirect_noisy
CH007986,"Most leszek ott először. Nem lesz autóm Innsbruck városában; hogyan járjak? A szállás már megvan, hotelt ne keress.",transport,Innsbruck,indirect_noisy
CH007987,I need a roof over my head in Ljubljana. I won't have a car in Ljubljana; how do I move around?,hotel|transport,Ljubljana,indirect_noisy
CH007988,A repülőjegy már megvan. Hová ülnél be enni Sofia városában?,restaurant,Sofia,indirect_noisy
CH007989,I'm flexible on timing. Am I likely to get soaked in Copenhagen? I already have accommodation booked; don't search hotels.,weather,Copenhagen,indirect_noisy
CH007990,Legyen praktikus. Érkezés előtt mik a legfontosabb helyi tudnivalók Athens városáról?,location,Athens,indirect_noisy
CH007991,Most leszek ott először. Hová ülnél be enni Belgrade városában? What would you not skip in Belgrade?,attractions|restaurant,Belgrade,indirect_noisy
CH007992,What's the smartest way to get around Nicosia?,transport,Nicosia,indirect_noisy
CH007993,A repülőjegy már megvan. Brief me before I arrive in Venice. Kellene egy jó hely enni Venice városában.,location|restaurant,Venice,indirect_noisy
CH007994,"Legyen praktikus. I need a roof over my head in Ljubljana. / Mi a legegyszerűbb módja, hogy bejárjam Ljubljana városát?",hotel|transport,Ljubljana,indirect_noisy
CH007995,Keep it practical. Would outdoor plans be risky in Zagreb?,weather,Zagreb,indirect_noisy
CH007996,Kevés csomaggal megyek. Give me reasons to leave the hotel in Barcelona. / Gyors helyi eligazítást kérek Barcelona városáról.,attractions|location,Barcelona,indirect_noisy
CH007997,Hol vacsoráznál Salzburg városában?,restaurant,Salzburg,indirect_noisy
CH007998,A repülőjegy már megvan. Szabadtéri programhoz milyen körülmények lesznek Split városában?; What's the smartest way to get around Split?; Milyen alapinformációkat tudjak Split városáról?,location|transport|weather,Split,indirect_noisy
CH007999,Elázhatok Zagreb városában? Give me the local basics before I land in Zagreb. Help me avoid taxis in Zagreb.,location|transport|weather,Zagreb,indirect_noisy
CH008000,I need a roof over my head in Munich.,hotel,Munich,indirect_noisy
CH008001,"Mi az, amit kár lenne kihagyni Tallinn városában?",attractions,Tallinn,indirect_noisy
CH008002,Nem lesz autóm Malta városában; hogyan járjak; Kellene egy bázis Malta városában az éjszakákra; Kabát vagy esernyő legyen nálam Malta városában,hotel|transport|weather,Malta,indirect_noisy
CH008003,Keep it practical. I won't have a car in Istanbul; how do I move around?,transport,Istanbul,indirect_noisy
CH008004,Kevés csomaggal megyek. Hol vacsoráznál Porto városában?,restaurant,Porto,indirect_noisy
CH008005,Keep it practical. I won't have a car in Cologne; how do I move around?; Should I pack an umbrella for Cologne?,transport|weather,Cologne,indirect_noisy
CH008006,Would outdoor plans be risky in Barcelona? / Hová ülnél be enni Barcelona városában? / I haven't sorted a base in Barcelona yet.,hotel|restaurant|weather,Barcelona,indirect_noisy
CH008007,"Az időzítés rugalmas. Mi a legegyszerűbb módja, hogy bejárjam Budapest városát? Give me the local basics before I land in Budapest.",location|transport,Budapest,indirect_noisy
CH008008,A szállás kérdése még nyitott Oslo városában. Where would you actually go for dinner in Oslo?,hotel|restaurant,Oslo,indirect_noisy
CH008009,Where would you actually go for dinner in Oslo? Taxik nélkül hogyan közlekedjek Oslo városában?,restaurant|transport,Oslo,indirect_noisy
CH008010,"I haven't sorted a base in Milan yet. Also, Gyors helyi eligazítást kérek Milan városáról. Az étkezés megvan, éttermet ne ajánlj.",hotel|location,Milan,indirect_noisy
CH008011,Az időzítés rugalmas. Kellene egy jó hely enni Skopje városában.,restaurant,Skopje,indirect_noisy
CH008012,Keep it practical. Give me reasons to leave the hotel in Valencia.,attractions,Valencia,indirect_noisy
CH008013,I need somewhere good to eat in Krakow.; Nem lesz autóm Krakkó városában; hogyan járjak?,restaurant|transport,Krakow,indirect_noisy
CH008014,I already have flights. What's the smartest way to get around Marseille?,transport,Marseille,indirect_noisy
CH008015,I'm flexible on timing. I haven't sorted a base in Helsinki yet.,hotel,Helsinki,indirect_noisy
CH008016,Szabadtéri programhoz milyen körülmények lesznek Hamburg városában?; Milyen alapinformációkat tudjak Hamburg városáról?,location|weather,Hamburg,indirect_noisy
CH008017,"Kevés csomaggal megyek. Hol vacsoráznál Amsterdam városában? Also, Kellene egy bázis Amsterdam városában az éjszakákra.",hotel|restaurant,Amsterdam,indirect_noisy
CH008018,A szállás kérdése még nyitott Malta városában.; Brief me before I arrive in Malta.,hotel|location,Malta,indirect_noisy
CH008019,"Milyen alapinformációkat tudjak Bratislava városáról? Also, Where would you actually go for dinner in Bratislava?",location|restaurant,Bratislava,indirect_noisy
CH008020,kellene egy jó hely enni amsterdam városában.,restaurant,Amsterdam,indirect_noisy
CH008021,"Az időzítés rugalmas. Find me a table worth booking in Venice. Also, Help me avoid taxis in Venice. Also, Még nincs hol aludnom Venice városában.",hotel|restaurant|transport,Venice,indirect_noisy
CH008022,I'm flexible on timing. Should I pack an umbrella for Marseille?,weather,Marseille,indirect_noisy
CH008023,"Kellene egy jó hely enni Venice városában.; Mi az, amit kár lenne kihagyni Venice városában?",attractions|restaurant,Venice,indirect_noisy
CH008024,I need a roof over my head in Zagreb. / Brief me before I arrive in Zagreb.,hotel|location,Zagreb,indirect_noisy
CH008025,I already have flights. Am I likely to get soaked in Marseille?,weather,Marseille,indirect_noisy
CH008026,This is my first time there. I need somewhere good to eat in Venice.,restaurant,Venice,indirect_noisy
CH008027,What practical facts should I know about Berlin?,location,Berlin,indirect_noisy
CH008028,"Mi az, amit kár lenne kihagyni Zurich városában?",attractions,Zurich,indirect_noisy
CH008029,Legyen praktikus. Gyors helyi eligazítást kérek Dubrovnik városáról.,location,Dubrovnik,indirect_noisy
CH008030,Kevés csomaggal megyek. Szabadtéri programhoz milyen körülmények lesznek Belgrade városában? I won't have a car in Belgrade; how do I move around? I haven't sorted a base in Belgrade yet.,hotel|transport|weather,Belgrade,indirect_noisy
CH008031,Még nincs hol aludnom Zurich városában. Miket néznél meg elsőként Zurich városában?,attractions|hotel,Zurich,indirect_noisy
CH008032,I already have flights. What practical facts should I know about Ljubljana? Find me a table worth booking in Ljubljana.,location|restaurant,Ljubljana,indirect_noisy
CH008033,Where would you actually go for dinner in Barcelona? What would you not skip in Barcelona?,attractions|restaurant,Barcelona,indirect_noisy
CH008034,A repülőjegy már megvan. Érkezés előtt mik a legfontosabb helyi tudnivalók Venice városáról?,location,Venice,indirect_noisy
CH008035,Most leszek ott először. Kellene egy bázis Seville városában az éjszakákra.,hotel,Seville,indirect_noisy
CH008036,Még nincs hol aludnom Brussels városában. Miket néznél meg elsőként Brussels városában?,attractions|hotel,Brussels,indirect_noisy
CH008037,Legyen praktikus. Szabadtéri programhoz milyen körülmények lesznek Athens városában?; Érkezés előtt mik a legfontosabb helyi tudnivalók Athens városáról?,location|weather,Athens,indirect_noisy
CH008038,Keep it practical. Fill an afternoon in Vienna with worthwhile stops.,attractions,Vienna,indirect_noisy
CH008039,Hová ülnél be enni Oslo városában?,restaurant,Oslo,indirect_noisy
CH008040,I'm flexible on timing. Find me a table worth booking in Nice. I already have accommodation booked; don't search hotels.,restaurant,Nice,indirect_noisy
CH008041,Érkezés előtt mik a legfontosabb helyi tudnivalók Stockholm városáról?,location,Stockholm,indirect_noisy
CH008042,I'm trying to travel light. Fill an afternoon in Oslo with worthwhile stops. Brief me before I arrive in Oslo.,attractions|location,Oslo,indirect_noisy
CH008043,I'm trying to travel light. Where would you actually go for dinner in Krakow?,restaurant,Krakow,indirect_noisy
CH008044,"Most leszek ott először Find me a table worth booking in Geneva / Mi a legegyszerűbb módja, hogy bejárjam Geneva városát",restaurant|transport,Geneva,indirect_noisy
CH008045,I haven't sorted a base in Thessaloniki yet. I won't have a car in Thessaloniki; how do I move around?,hotel|transport,Thessaloniki,indirect_noisy
CH008046,"Would outdoor plans be risky in Sofia? Also, Give me reasons to leave the hotel in Sofia. Also, Find me a table worth booking in Sofia.",attractions|restaurant|weather,Sofia,indirect_noisy
CH008047,"Gyors helyi eligazítást kérek Bologna városáról. Az étkezés megvan, éttermet ne ajánlj.",location,Bologna,indirect_noisy
CH008048,I'm trying to travel light. What practical facts should I know about Venice? What's the smartest way to get around Venice?,location|transport,Venice,indirect_noisy
CH008049,Mivel töltenél el egy délutánt Cologne városában? Szabadtéri programhoz milyen körülmények lesznek Cologne városában?,attractions|weather,Cologne,indirect_noisy
CH008050,Elázhatok Naples városában?; I won't have a car in Naples; how do I move around?,transport|weather,Naples,indirect_noisy
CH008051,"Az időzítés rugalmas What practical facts should I know about Gdansk Mivel töltenél el egy délutánt Gdansk városában I need a roof over my head in Gdansk Az étkezés megvan, éttermet ne ajánlj",attractions|hotel|location,Gdansk,indirect_noisy
CH008052,What would you not skip in Paris?; Nem lesz autóm Párizs városában; hogyan járjak?; Hol vacsoráznál Párizs városában?,attractions|restaurant|transport,Paris,indirect_noisy
CH008053,az időzítés rugalmas. find me a table worth booking in hamburg. / a szállás kérdése még nyitott hamburg városában.,hotel|restaurant,Hamburg,indirect_noisy
CH008054,Hol vacsoráznál Sofia városában?; I haven't sorted a base in Sofia yet.,hotel|restaurant,Sofia,indirect_noisy
CH008055,Legyen praktikus. Gyors helyi eligazítást kérek Valencia városáról.,location,Valencia,indirect_noisy
CH008056,Az időzítés rugalmas. Milyen alapinformációkat tudjak Róma városáról?,location,Rome,indirect_noisy
CH008057,A repülőjegy már megvan. Nem lesz autóm Ljubljana városában; hogyan járjak?; A szállás kérdése még nyitott Ljubljana városában.,hotel|transport,Ljubljana,indirect_noisy
CH008058,I'm trying to travel light. Will the weather ruin outdoor plans in Split? / I need a roof over my head in Split. / Where would you actually go for dinner in Split?,hotel|restaurant|weather,Split,indirect_noisy
CH008059,"Mi a legegyszerűbb módja, hogy bejárjam Florence városát?; Where would you actually go for dinner in Florence?",restaurant|transport,Florence,indirect_noisy
CH008060,I haven't sorted a base in Dubrovnik yet.; Should I pack an umbrella for Dubrovnik?,hotel|weather,Dubrovnik,indirect_noisy
CH008061,Taxik nélkül hogyan közlekedjek Nice városában? Érkezés előtt mik a legfontosabb helyi tudnivalók Nice városáról?,location|transport,Nice,indirect_noisy
CH008062,"Legyen praktikus. Mi a legegyszerűbb módja, hogy bejárjam Stockholm városát? A szállás már megvan, hotelt ne keress.",transport,Stockholm,indirect_noisy
CH008063,I'm trying to travel light. Find me a table worth booking in Bucharest.,restaurant,Bucharest,indirect_noisy
CH008064,Most leszek ott először. Érkezés előtt mik a legfontosabb helyi tudnivalók Skopje városáról?,location,Skopje,indirect_noisy
CH008065,Brief me before I arrive in Gdansk.; Fill an afternoon in Gdansk with worthwhile stops.,attractions|location,Gdansk,indirect_noisy
CH008066,I already have flights. Fill an afternoon in Gdansk with worthwhile stops.,attractions,Gdansk,indirect_noisy
CH008067,I already have flights. Would outdoor plans be risky in Dubrovnik?,weather,Dubrovnik,indirect_noisy
CH008068,Give me the local basics before I land in Bucharest. I won't have a car in Bucharest; how do I move around? I already have accommodation booked; don't search hotels.,location|transport,Bucharest,indirect_noisy
CH008069,What would you not skip in Bucharest? I already have accommodation booked; don't search hotels.,attractions,Bucharest,indirect_noisy
CH008070,"A repülőjegy már megvan. Mi az, amit kár lenne kihagyni München városában? What's the smartest way to get around Munich?",attractions|transport,Munich,indirect_noisy
CH008071,Kevés csomaggal megyek. Szabadtéri programhoz milyen körülmények lesznek Reykjavik városában? Miket néznél meg elsőként Reykjavik városában? Hol vacsoráznál Reykjavik városában?,attractions|restaurant|weather,Reykjavik,indirect_noisy
CH008072,Hová ülnél be enni Oslo városában? I haven't sorted a base in Oslo yet. Elázhatok Oslo városában?,hotel|restaurant|weather,Oslo,indirect_noisy
CH008073,A repülőjegy már megvan. Hol vacsoráznál Copenhagen városában?,restaurant,Copenhagen,indirect_noisy
CH008074,"A repulojegy mar megvan. A szallas kerdese meg nyitott Split varosaban. Also, Szabadteri programhoz milyen korulmenyek lesznek Split varosaban?",hotel|weather,Split,indirect_noisy
CH008075,I'm flexible on timing. I still need somewhere to sleep in Stockholm.,hotel,Stockholm,indirect_noisy
CH008076,A repülőjegy már megvan. Brief me before I arrive in Florence. Miket néznél meg elsőként Florence városában?,attractions|location,Florence,indirect_noisy
CH008077,I need somewhere good to eat in Seville.; Brief me before I arrive in Seville.,location|restaurant,Seville,indirect_noisy
CH008078,"Gyors helyi eligazítást kérek Valencia városáról. Also, Am I likely to get soaked in Valencia? A szállás már megvan, hotelt ne keress.",location|weather,Valencia,indirect_noisy
CH008079,Hol vacsoráznál Innsbruck városában?; A szállás kérdése még nyitott Innsbruck városában.; I won't have a car in Innsbruck; how do I move around?,hotel|restaurant|transport,Innsbruck,indirect_noisy
CH008080,Keep it practical. Should I pack an umbrella for Madrid?; Help me avoid taxis in Madrid.,transport|weather,Madrid,indirect_noisy
CH008081,Most leszek ott először. Should I pack an umbrella for Prague? / Hová ülnél be enni Prága városában?,restaurant|weather,Prague,indirect_noisy
CH008082,Hová ülnél be enni Zagreb városában?; What would you not skip in Zagreb?,attractions|restaurant,Zagreb,indirect_noisy
CH008083,"Keep it practical. Brief me before I arrive in Geneva. Also, Find me a table worth booking in Geneva. I already have accommodation booked; don't search hotels.",location|restaurant,Geneva,indirect_noisy
CH008084,Fill an afternoon in Amsterdam with worthwhile stops. I need somewhere good to eat in Amsterdam.,attractions|restaurant,Amsterdam,indirect_noisy
CH008085,Should I pack an umbrella for Thessaloniki?; Mivel töltenél el egy délutánt Thessaloniki városában?,attractions|weather,Thessaloniki,indirect_noisy
CH008086,"Az időzítés rugalmas. Mi az, amit kár lenne kihagyni Milan városában? Kabát vagy esernyő legyen nálam Milan városában? Where would you actually go for dinner in Milan?",attractions|restaurant|weather,Milan,indirect_noisy
CH008087,"Most leszek ott eloszor. Elazhatok Marseille varosaban? Also, Mi a legegyszerubb modja, hogy bejarjam Marseille varosat? Also, Fill an afternoon in Marseille with worthwhile stops.",attractions|transport|weather,Marseille,indirect_noisy
CH008088,I need somewhere good to eat in Cologne. / Elázhatok Cologne városában?,restaurant|weather,Cologne,indirect_noisy
CH008089,A szállás kérdése még nyitott Brussels városában. / Nem lesz autóm Brussels városában; hogyan járjak?,hotel|transport,Brussels,indirect_noisy
CH008090,I'm trying to travel light. Give me the local basics before I land in Seville.; Fill an afternoon in Seville with worthwhile stops.,attractions|location,Seville,indirect_noisy
CH008091,Fill an afternoon in Vienna with worthwhile stops.; Kabát vagy esernyő legyen nálam Bécs városában?; A szállás kérdése még nyitott Bécs városában.,attractions|hotel|weather,Vienna,indirect_noisy
CH008092,"Legyen praktikus. A szállás kérdése még nyitott Prága városában. / Would outdoor plans be risky in Prague? Az étkezés megvan, éttermet ne ajánlj.",hotel|weather,Prague,indirect_noisy
CH008093,Legyen praktikus Mivel töltenél el egy délutánt Skopje városában; Should I pack an umbrella for Skopje,attractions|weather,Skopje,indirect_noisy
CH008094,Az időzítés rugalmas. Kellene egy bázis Seville városában az éjszakákra. / Mivel töltenél el egy délutánt Seville városában?,attractions|hotel,Seville,indirect_noisy
CH008095,I'm flexible on timing. Fill an afternoon in Gdansk with worthwhile stops. / Where would you actually go for dinner in Gdansk?,attractions|restaurant,Gdansk,indirect_noisy
CH008096,Hol vacsoráznál Salzburg városában?; Még nincs hol aludnom Salzburg városában.,hotel|restaurant,Salzburg,indirect_noisy
CH008097,Where would you actually go for dinner in Sarajevo? Elázhatok Sarajevo városában?,restaurant|weather,Sarajevo,indirect_noisy
CH008098,Taxik nélkül hogyan közlekedjek Naples városában? Should I pack an umbrella for Naples?,transport|weather,Naples,indirect_noisy
CH008099,Hol vacsoráznál Zurich városában?,restaurant,Zurich,indirect_noisy
CH008100,Még nincs hol aludnom Oslo városában. / Help me avoid taxis in Oslo. / Elázhatok Oslo városában?,hotel|transport|weather,Oslo,indirect_noisy
CH008101,Will the weather ruin outdoor plans in Helsinki? / Help me avoid taxis in Helsinki.,transport|weather,Helsinki,indirect_noisy
CH008102,"Érkezés előtt mik a legfontosabb helyi tudnivalók Ljubljana városáról? A szállás már megvan, hotelt ne keress.",location,Ljubljana,indirect_noisy
CH008103,I already have flights. I won't have a car in Edinburgh; how do I move around?,transport,Edinburgh,indirect_noisy
CH008104,Keep it practical. Give me the local basics before I land in Athens.,location,Athens,indirect_noisy
CH008105,A repülőjegy már megvan. Miket néznél meg elsőként Seville városában?,attractions,Seville,indirect_noisy
CH008106,"A repülőjegy már megvan Szabadtéri programhoz milyen körülmények lesznek Istanbul városában; Taxik nélkül hogyan közlekedjek Istanbul városában Az étkezés megvan, éttermet ne ajánlj",transport|weather,Istanbul,indirect_noisy
CH008107,Szabadtéri programhoz milyen körülmények lesznek Milan városában?,weather,Milan,indirect_noisy
